1_a,2_b,4_c,5_c,6_c,7_a,9_a,10_a,11_a,12_b,16_c,17_c,19_a,20_a,22_b,24_c,28_a,29_a,30_c,31_c,32_c,33_a,34_c,35_a,37_a,38_b,39_b,41_c,42_a,43_b,45_a,46_a,47_abc,48_abc,49_a,49_b,49_c,50_c,51_a,52_a,53_a,55_a,56_b,58_b,59_b,60_a,62_c,63_a,64_b,65_a,65_b,65_c,66_c,68_a,69_a,70_a,71_a,73_c,74_c,75_c,76_a,76_b,76_c,77_b,79_a,80_b,82_a,83_c,84_c,85_c,86_b,87_b,88_a,90_b,92_c,94_a,95_b,96_b,98_a,99_b,100_c,102_c,103_c,104_c,106_b,107_b,109_a,111_a,112_a,113_a,114_a
52.5735333,18.38745157,36.81408018,19.24821387,44.72241167,17.71060214,44.12314086,22.61533498,37.68258154,20.56805829,36.1034055,21.07070186,46.31488025,40.36669671,35.38925182,42.06143131,45.192824,38.03943775,45.32800433,20.96702112,24.16105279,35.11489259,45.97334719,43.96202586,43.16725978,18.00668625,23.71469147,22.16300332,18.50302412,45.95007271,19.0407889,17.61944228,108.5910163,247.3573862,38.36510569,82.74471767,32.75735563,41.7103886,17.87494616,44.42033812,41.73781193,20.34666109,19.0758706,22.02353532,19.26640397,23.26202602,35.39161667,46.15200562,70.730977,37.90891835,39.56580469,64.46837665,85.11017072,19.03303574,41.36520415,18.69248208,38.86415692,36.8771417,44.08302153,36.6039332,116.6807928,77.83483124,80.9712112,41.96146602,44.46845084,43.92540373,37.01216086,21.84359593,19.09704699,39.91733082,21.3281472,35.82094968,43.56124097,41.60072688,44.00944606,39.51121366,19.54282046,22.66747808,36.7789537,36.94078439,39.02180588,19.2168875,35.40702602,39.68274642,45.15901253,36.24433178,45.68073,17.68510351,17.94299276,36.57559166,23.22798913
52.58820361,18.39543061,36.75535732,19.26305685,44.81776978,17.76765617,44.09043134,22.66718444,37.63791458,20.48832657,36.28172785,21.08994298,46.27692832,40.3006527,35.42720559,41.94636947,45.05922424,37.85573836,45.22444176,21.02726333,24.08625359,35.12654778,45.93668536,44.01588285,43.13451367,18.00010806,23.79076954,22.09056313,18.51332374,45.8120696,19.02214399,17.61199694,108.4766563,248.0900826,38.42321687,82.71525137,32.76170506,41.67042795,17.88333994,44.52308963,41.75904004,20.37767242,19.14386677,22.03226313,19.25422223,23.18154348,35.32411069,46.30340445,70.65887133,37.89495281,39.52672466,64.52566718,85.00803293,19.00861218,41.56299208,18.73773831,38.89452296,36.88330673,44.05604829,36.6159428,116.4712805,77.72617331,80.84253999,42.00821636,44.62364773,43.98817823,36.99182628,21.8865617,19.12434711,39.9811407,21.29763113,35.93870969,43.58156523,41.82490465,43.95185331,39.4892345,19.54389928,22.62658373,36.78671505,37.01993497,38.7996515,19.26916021,35.41268255,39.5791213,45.17077995,36.26747444,45.74665729,17.65041234,17.98630965,36.52489548,23.23859736
52.84718962,18.40279712,36.86864152,19.28552882,44.79088596,17.85494063,44.05242279,22.68451293,37.71784413,20.54614704,36.23965411,21.05870969,46.23828649,40.25592415,35.52633413,41.91624636,45.16911326,37.85747735,45.14072323,21.10153991,24.01687762,35.13625408,46.01509747,43.89193358,43.12790539,17.98681532,23.82210426,21.98494945,18.51102059,46.00748354,19.05044923,17.59438829,108.1176519,248.9936843,38.41305134,82.57375067,32.84734107,41.60967834,17.88406017,44.51767999,41.76585752,20.38260599,19.2103897,22.06351425,19.23506503,23.10721804,35.29259818,46.45885792,70.52507254,37.87369098,39.36481433,64.45714061,85.00952194,19.0006097,41.65943306,18.74761287,38.85538488,37.01238518,44.07481914,36.68672338,116.4481645,77.95208114,80.87526313,41.98976401,44.62719804,44.22144761,36.95214496,21.90584102,19.14486366,40.02115614,21.37138816,36.01152929,43.63849657,41.86284712,44.00919719,39.49422266,19.58345086,22.66237704,36.8408522,36.97610727,38.77156086,19.2977651,35.42780284,39.55559204,45.26625691,36.30887084,45.6646534,17.700106,17.9991728,36.57705767,23.23112849
52.60288213,18.41174378,36.78936979,19.28397886,44.74417525,17.78817896,43.91684123,22.70939109,37.68820322,20.56114785,36.22751466,21.03665858,46.31274739,40.21234251,35.51452881,41.84122138,45.22493695,37.82939284,45.07223342,21.14092351,23.97834173,35.1286193,45.96573461,43.79961469,43.10172541,18.00962076,23.79238268,21.9195449,18.53100199,46.10150668,19.0639785,17.62725284,107.7930796,248.8786667,38.32800548,82.48124053,32.93916364,41.6820933,17.88455389,44.41573819,41.83752821,20.40098788,19.23918862,22.07017514,19.18461661,23.09786857,35.32360048,46.47698239,70.536756,37.78761966,39.36252235,64.45963696,85.17976438,19.0082922,41.68680624,18.75693224,38.86212371,36.99085861,44.05443986,36.80851381,116.5747804,77.97938951,81.1354022,42.02330431,44.59330234,44.17479047,36.99320971,21.94362183,19.18913612,40.04265205,21.42940342,35.95028141,43.72425987,41.89908425,43.98447149,39.45077281,19.61500467,22.63917119,36.8169077,36.90509361,38.76785057,19.24254051,35.39628066,39.51937135,45.20989581,36.36117404,45.64941547,17.70535732,18.03493104,36.57294229,23.25454931
52.67059742,18.38490504,36.81385216,19.24279528,44.72481232,17.81978699,43.90898975,22.72684187,37.73866254,20.50650938,36.24994166,21.05802753,46.41793817,40.2270071,35.50705269,41.88056515,45.18486048,37.81730155,45.06769729,21.14199967,23.95982706,35.14877696,45.91649294,43.73138488,43.0538783,18.02400922,23.80215869,21.94535003,18.5337879,46.13853356,19.07631767,17.68455664,107.6345773,248.5315453,38.15420587,82.57975545,32.9112457,41.58476862,17.90224777,44.38761525,41.86909012,20.3872014,19.21665571,22.05458464,19.20363286,23.13463177,35.27249834,46.42508228,70.65277107,37.70414396,39.46076277,64.3541361,85.25359669,19.00007286,41.72295908,18.73337046,38.77829941,36.9599016,44.02554749,36.84876797,116.2720418,78.0127337,81.41709108,42.01181115,44.54563575,44.22823691,36.94719037,21.89138514,19.20363286,39.97997122,21.42577633,35.9230639,43.86642986,41.9347938,44.13875858,39.411074,19.58814748,22.64069004,36.7154706,36.88791222,38.62422966,19.22251553,35.3523544,39.52187063,45.22978336,36.3737225,45.69292822,17.66247164,18.05387554,36.56011303,23.24416733
52.76977402,18.39286582,36.87583265,19.28646696,44.64694254,17.83186222,43.90572672,22.72261045,37.74611378,20.44234726,36.28373153,20.97969925,46.39444515,40.25737165,35.26222105,41.89966882,45.16334218,37.79831776,45.17715164,21.12806019,23.99746666,35.22031155,45.77876548,43.73295647,42.96873704,18.01520606,23.79714548,21.94690093,18.55859809,46.22126241,19.13882229,17.73211489,107.6638019,248.6242253,38.20515009,82.62095833,32.83363983,41.56549523,17.91331792,44.3630363,41.87370396,20.34279788,19.19517247,22.04525652,19.18913612,23.19001554,35.22698749,46.40799481,70.78898907,37.74360835,39.51300499,64.07499868,85.33651274,18.97753189,41.65191871,18.73162947,38.72845854,36.99260927,43.97420132,36.90354822,116.0223395,77.70217911,81.53540176,41.96858452,44.54679162,44.24219775,36.98471134,21.89263189,19.18461661,39.97437049,21.45624716,35.90479533,43.81848423,41.86347699,44.2149564,39.3921445,19.56360543,22.62920093,36.70463503,36.9434576,38.61041519,19.22307654,35.28339192,39.52274621,45.27932907,36.28883531,45.73383695,17.671614,18.0353236,36.44662262,23.23281503
52.7665591,18.36789818,36.82158945,19.33942548,44.60185726,17.83367815,43.86295506,22.80551827,37.94201362,20.45328374,36.31310576,20.99943989,46.31747605,40.31324671,35.18620395,41.79342673,45.18520587,37.83980426,45.27171166,21.1428797,24.04287968,35.26122846,45.77484329,43.77276964,42.96551132,17.98659786,23.80420096,21.97295145,18.61976974,46.11146622,19.11550505,17.73082513,107.6780239,248.58034,38.14000421,82.83031307,32.6094601,41.69931246,17.90262179,44.32385917,41.62009845,20.31003209,19.20271478,22.05387965,19.14486366,23.21733872,35.19988591,46.27975788,70.82830927,37.72995831,39.55112919,64.03895862,85.36972665,18.96138517,41.61823695,18.76899231,38.68104124,36.99372721,44.10341937,37.00363689,116.0981099,77.51066424,81.54159685,41.98890811,44.56166117,44.22600885,37.02787818,21.89761565,19.23506503,40.04952889,21.46433265,35.86528966,43.90748157,41.86544316,44.31632024,39.29746768,19.57777887,22.61212949,36.6749273,36.97062312,38.63614388,19.2061089,35.25938541,39.46610379,45.52347899,36.32945273,45.82778369,17.70245011,18.06288769,36.39706122,23.18264825
52.7357559,18.37621498,36.85128445,19.32242162,44.60145509,17.847104,43.87384846,22.75602205,38.03638248,20.45638901,36.40989045,21.01458073,46.24797244,40.41458708,35.13665303,41.84170875,45.16589387,37.85491219,45.251315,21.17631076,24.09793707,35.28681457,45.77209584,43.80842865,43.07350195,17.99066436,23.75047433,21.94868473,18.62910064,45.97872739,19.15418925,17.71045886,107.5259165,248.6725029,38.03403666,82.86026279,32.50801706,41.63018128,17.92287313,44.44586057,41.50004951,20.28083087,19.17867372,22.04841613,19.12434711,23.23837783,35.24850763,46.20129086,70.987618,37.74682361,39.58210599,63.96395814,85.32841589,18.99712732,41.58027893,18.84485135,38.6650842,36.94642261,44.14133788,36.98535026,115.8919494,77.38856978,81.55746358,41.99659497,44.3915879,44.23219957,37.0495097,21.85027642,19.25422223,40.0037949,21.40094561,35.86097316,44.09361448,41.7708784,44.44356032,39.27379871,19.63700782,22.5874556,36.69549676,37.01607818,38.65921374,19.20874368,35.29915717,39.45420279,45.54999061,36.32315846,45.74320328,17.70123853,18.06089553,36.49805746,23.06575503
52.58688868,18.41031245,37.0444542,19.25778496,44.73112347,17.84968313,43.81151295,22.71089222,38.00398977,20.45685404,36.45819421,20.9718343,46.23764419,40.41186873,35.13152057,41.92774027,45.11764036,37.84556498,45.27846309,21.21590499,24.1492381,35.23080672,45.82927554,43.92648727,43.10464893,17.98728886,23.77610371,21.96576779,18.61922457,46.01702993,19.15756732,17.67381632,107.7020502,248.4048915,38.09712392,82.97100492,32.50711616,41.62421286,17.8898017,44.70672568,41.46213673,20.34170303,19.15666427,22.00472303,19.09704699,23.25990177,35.31098551,46.10014752,71.00551681,37.77047075,39.52706367,64.05081693,85.28378326,19.05593922,41.54582071,18.85706892,38.65040633,36.91339098,44.17770314,36.99914779,115.7762024,77.18897669,81.64123436,42.04069109,44.33576268,44.2423996,37.06665573,21.84135559,19.26640397,40.05889753,21.33408003,35.77734656,44.05515487,41.72446016,44.33733305,39.31170413,19.63697204,22.61028709,36.6842276,37.06182794,38.67086096,19.23230393,35.34878827,39.48540904,45.54350586,36.44881676,45.75674297,17.69741164,18.01210387,36.44128603,22.98676685
52.70567563,18.36277042,37.0384805,19.25449641,44.70826773,17.91047484,43.85659864,22.70381421,38.14040606,20.48702718,36.51339917,20.93909461,46.25016538,40.24850686,35.17697027,41.90875956,45.1110398,37.80547937,45.25673776,21.20758063,24.12645607,35.24319039,45.72199209,43.93696309,43.13437821,17.99553651,23.80172484,21.90392968,18.61069653,45.95158525,19.1511343,17.63923658,108.2539404,248.7206783,38.19297423,83.10248967,32.40295737,41.69433037,17.89523511,44.75150285,41.42097436,20.37518474,19.15868172,21.97592665,19.10259844,23.24368492,35.30779437,46.09381471,70.96049865,37.82998212,39.43168315,63.94852114,85.20016122,19.14075652,41.50869159,18.83890962,38.58530586,36.83742017,44.07594121,37.05331127,115.7897888,77.1466885,81.6901265,42.08010069,44.32055994,44.28650302,36.96239117,21.88960626,19.31466803,40.0887808,21.28625932,35.73375997,44.00789223,41.7898963,44.31566669,39.35791671,19.67085142,22.62574174,36.67476978,37.09988811,38.6413615,19.24217528,35.36228601,39.54018898,45.60557533,36.47112574,45.92853229,17.69321417,17.98591476,36.37793559,22.97974129
52.85756153,18.34853323,37.11356647,19.16728207,44.64650217,17.96935485,43.96824634,22.74346648,38.08525227,20.51947523,36.46646336,20.89616497,46.28487464,40.19035067,35.18065545,41.87615879,45.04347511,37.71764849,45.21382621,21.21576379,24.11002414,35.22925143,45.67299615,43.92043362,43.09021045,17.97995991,23.79993135,21.91131726,18.60536679,46.03274678,19.14075652,17.62651671,108.2283719,248.6141805,38.2488155,83.04945123,32.44481671,41.79339169,17.90214493,44.721936,41.28628074,20.39283916,19.15827012,22.00459859,19.059948,23.20991155,35.39745498,46.00425077,70.77623461,37.77061159,39.43984022,63.97832312,85.10239906,19.1511343,41.45061613,18.85009936,38.59289316,36.88338127,44.09053764,37.20773105,115.7382613,77.13898373,81.80376269,42.20325715,44.20150603,44.30202929,36.91710625,21.94789882,19.34197975,40.15029728,21.26240044,35.75303814,44.05252116,41.72800974,44.28952126,39.28305953,19.69812259,22.6007359,36.75693855,37.14843258,38.49370848,19.24840583,35.37359958,39.60196332,45.55803269,36.47643484,46.0106546,17.68021176,18.00096367,36.3849681,22.99918909
52.82203077,18.38454211,37.14416291,19.19467796,44.66889896,18.00576464,44.08483069,22.72694404,38.17171253,20.55606615,36.49234138,20.89208462,46.17134216,40.28508011,35.12936098,41.78416925,44.94697421,37.66970796,45.1053069,21.16982178,24.04861057,35.17285871,45.50268628,43.96132315,43.10800688,18.00904019,23.76224782,21.86780791,18.58748324,46.13801445,19.05593922,17.63035244,108.2875011,247.7568324,38.20942191,82.84374131,32.44187137,41.83364876,17.92712578,44.72225597,41.28105233,20.39696395,19.17808708,21.99223575,19.01445488,23.21609158,35.4759499,46.02761007,70.65987107,37.85574387,39.55128782,64.17450495,85.02200179,19.15756732,41.46434807,18.82998195,38.60566506,36.83878129,44.15334094,37.24972823,115.7278962,76.89174344,81.88066605,42.20959625,44.12681302,44.34759622,36.99872909,21.99507537,19.31403468,40.21179466,21.21236201,35.65288476,44.04402253,41.77396989,44.37663884,39.28374874,19.70430798,22.53705155,36.7956401,37.20124508,38.43048935,19.24699486,35.44415685,39.66766531,45.40796814,36.48922029,46.05078228,17.66463432,18.01749245,36.40752412,23.01050109
52.69533189,18.40462916,37.08423379,19.18668685,44.83734048,17.97514071,44.16674534,22.74787307,38.22112339,20.54110099,36.38190287,20.9380794,46.15933716,40.1941172,35.07750651,41.79232994,44.93543681,37.64884524,45.10222863,21.15912596,23.99858661,35.14476648,45.59313233,43.96202715,43.17811712,17.98183978,23.7843948,21.77657223,18.60759109,46.02662827,18.99712732,17.60940066,108.1601589,247.2130434,38.2373262,82.71318738,32.37457172,41.77396989,17.95275123,44.78230302,41.23808439,20.40235777,19.13235479,22.06937929,19.02441172,23.19522446,35.46246556,46.08793048,70.58090916,37.88359152,39.59504805,64.04269979,84.91910707,19.15418925,41.53976771,18.78906005,38.66839425,36.83083113,44.12700736,37.21518217,115.7736558,76.93354526,81.69156874,42.05652086,44.21325286,44.3830742,36.97848245,22.02411984,19.35788593,40.28822267,21.22345548,35.58174303,44.16852949,41.83364876,44.28051478,39.31266678,19.69765579,22.53239037,36.78230345,37.20238093,38.44273149,19.18391558,35.5678851,39.76033672,45.46392804,36.43367121,46.02917404,17.6727728,18.00400744,36.52489756,23.04390844
52.64029237,18.41707019,37.11448662,19.17548173,44.91865452,17.96153195,44.14796352,22.75103592,38.26470958,20.55381079,36.30368258,20.95437978,46.16151187,40.25173887,34.98355518,41.87818923,45.03713567,37.66130145,45.07486802,21.15050243,24.01024107,35.09169305,45.58682531,43.97279167,43.17509867,17.96258256,23.81230597,21.75815564,18.62486411,46.02633535,18.96138517,17.63212492,107.9314167,247.0518167,38.20923354,82.67279186,32.34776162,41.72800974,17.95109746,44.85981266,41.28484474,20.4283398,19.1105617,22.1074782,18.94217984,23.16677048,35.40234811,46.05231586,70.8208035,37.9717748,39.56800241,63.97263597,84.81360665,19.11550505,41.50965904,18.79816432,38.60978423,36.86453846,44.17267028,37.17496648,115.2862532,77.02779499,81.86324077,41.95086312,44.26896976,44.4074748,37.04461858,22.00978989,19.36628955,40.24659653,21.23764701,35.59156702,44.17932332,41.79339169,44.26968804,39.33671633,19.84852768,22.58689352,36.70357847,37.12492524,38.45522282,19.14035068,35.50100548,39.79953152,45.56223944,36.33799986,46.06409039,17.68572572,17.98772036,36.50272462,23.02936568
52.60978552,18.46873304,37.08413697,19.16227073,44.95118453,17.95239766,44.13455711,22.75279087,38.35617417,20.53780194,36.24267235,20.96387013,46.25698974,40.27568154,34.99960454,41.94366859,45.02924351,37.71873808,45.14719037,21.09065832,24.04316019,35.15949579,45.63154931,44.03630854,43.20507578,17.94578734,23.86051996,21.77812968,18.60386552,45.91190261,18.97753189,17.64909345,107.7871114,246.5549907,38.2904235,82.48582991,32.35080287,41.7898963,17.93155752,44.82899437,41.31351137,20.46909183,19.08585627,22.15816012,18.9140447,23.16483364,35.33597189,46.0227248,70.81363657,38.0645775,39.52804729,64.19161636,84.84207954,19.13882229,41.45518286,18.82542763,38.5245942,36.92371228,44.2186589,37.21073357,115.2158675,76.81088377,82.23947006,41.95964189,44.18434936,44.42033812,37.06335549,22.00550258,19.36948163,40.20783441,21.29239509,35.59868236,44.09459028,41.69433037,44.23558577,39.37241863,19.85498329,22.61834628,36.73423297,37.08408432,38.44678348,19.16517342,35.57538311,39.82087711,45.6768078,36.39561443,46.1063657,17.69766012,17.9998288,36.47247965,23.03610674
52.58248481,18.44073464,37.10048874,19.23331839,44.98907,17.93264483,44.12504726,22.77565247,38.31654025,20.4476745,36.30571152,20.92085437,46.24175702,40.28462503,35.08152291,42.02916146,45.09958362,37.84402913,45.19591692,21.09475723,24.04356506,35.16440365,45.69657448,44.02142241,43.28183717,17.91639025,23.8607158,21.79045886,18.52665564,45.84235805,19.00007286,17.63661474,107.6653453,246.8404479,38.27065378,82.31411091,32.33728829,41.72446016,17.95631851,44.70744707,41.25822012,20.42427823,19.04262613,22.22178016,18.91623628,23.16391697,35.42215513,45.91638411,70.72687888,37.9684004,39.57122661,64.17727223,85.06262321,19.07631767,41.52220389,18.82923879,38.46665754,36.86808865,44.1741334,37.22139306,115.4800335,76.6493257,82.31836628,41.96019517,44.21416984,44.52308963,37.05594927,22.02637509,19.31533604,40.14628115,21.29608203,35.58145383,44.06271641,41.62421286,44.24350285,39.12013849,19.888949,22.60064525,36.73753381,37.10592578,38.45560969,19.19927103,35.58601572,39.7951732,45.75045382,36.37710356,46.32039435,17.67983685,18.04151264,36.44498371,23.02337878
52.65942577,18.42363519,37.1002657,19.26649114,44.97968959,17.93048658,44.23049774,22.74286799,38.31736345,20.47244692,36.32650066,20.89671337,46.22266677,40.16725418,35.11720694,41.99887978,45.1637229,37.97875306,45.26803215,21.10470625,24.01116216,35.1849131,45.78485776,44.01006855,43.29248526,17.89245096,23.81789916,21.81161262,18.4995739,45.78792067,19.0082922,17.58251666,107.7509097,247.0759072,38.24234246,82.39168876,32.32621107,41.7708784,17.97643616,44.68077236,41.27367374,20.38724824,19.07020303,22.16866652,18.91851533,23.21201071,35.43904478,45.8868529,70.54845155,37.91332151,39.60110162,64.17286405,85.30174458,19.0639785,41.554418,18.8683024,38.32703538,36.83012201,44.25456918,37.23844915,115.3793175,76.52992353,82.3959276,41.90621855,44.12925349,44.51767999,36.99717211,22.0294912,19.31128748,40.08154733,21.35330702,35.60624993,43.98344737,41.63018128,44.23310899,39.08226101,19.83346605,22.57885999,36.79427704,37.09988999,38.40360432,19.20392648,35.62077327,39.76853856,45.60894828,36.3217796,46.28005337,17.64063011,18.04090378,36.52805309,23.04056724
52.62746302,18.45567365,37.15995848,19.27795123,44.98911612,17.88867328,44.28044869,22.74884871,38.31332853,20.47216187,36.38635347,20.94983441,46.25391796,40.15842478,35.11653973,41.9593985,45.32651292,37.98518192,45.32147648,21.0988736,23.96019243,35.19911701,45.82594975,44.01607203,43.26164046,17.85685127,23.79934169,21.82857075,18.49267513,45.89322882,19.0006097,17.58628084,107.8905029,247.9686891,38.30862584,82.41716477,32.32736353,41.86544316,18.01519403,44.50666718,41.3239353,20.38419958,19.00199488,22.15783334,18.91866471,23.27797303,35.44291922,45.94065488,70.48465454,37.79048038,39.62120756,64.04228445,85.31679002,19.05044923,41.50366919,18.87601308,38.3171636,36.80001032,44.26503556,37.25820129,115.613842,76.53267382,82.75244598,42.02936947,44.06453524,44.41573819,37.03099408,22.04329766,19.33644961,40.09385963,21.41581861,35.65269931,44.01468944,41.69931246,44.25750866,39.03691887,19.83023475,22.5490073,36.74969397,37.21437373,38.37121072,19.24914018,35.63908216,39.75388508,45.65875008,36.32017591,46.21017872,17.64864924,18.00354276,36.45593864,22.98630685
52.43922337,18.4500687,37.26008586,19.25906024,45.0217636,17.86687998,44.31903181,22.7718582,38.35734743,20.51423498,36.39770582,20.94028257,46.1535706,40.20837437,35.08734111,42.11605505,45.32658238,38.01041269,45.31890338,21.14071352,23.87377048,35.2192155,45.83511862,43.95806586,43.29600825,17.8749347,23.78526676,21.88476411,18.50181845,45.81142525,19.00861218,17.61562506,107.9688332,248.4905731,38.29368728,82.30264396,32.3149264,41.86347699,18.04220193,44.40520182,41.24559126,20.39524784,19.01819124,22.14476063,18.86929322,23.34493119,35.38917375,45.93196332,70.51635104,37.80230288,39.61854958,63.99562911,85.51275584,19.02214399,41.57186315,18.91896295,38.25200206,36.8382649,44.32336116,37.23953948,115.6181344,76.60234687,82.80381543,42.03408577,43.87135443,44.38761525,37.07851853,22.03512609,19.29445946,40.12437965,21.42605998,35.65669861,43.94672289,41.56549523,44.11643449,39.03923759,19.85084804,22.49286992,36.77128334,37.27773305,38.44386834,19.27941702,35.67132514,39.62613114,45.58196626,36.28801925,46.20859928,17.62643346,17.97059195,36.46741156,22.95523211
52.27667276,18.44515259,37.33825392,19.30429865,44.94548576,17.87651907,44.30586192,22.79164933,38.40542956,20.60009624,36.3210573,20.92061069,46.13120816,40.15559927,35.11032619,42.07331715,45.26978776,38.09646022,45.35908701,21.13689166,23.81852412,35.30799649,45.89406137,43.89269766,43.26617421,17.9090531,23.7760923,21.89002343,18.45177411,45.71803193,19.03303574,17.6048903,108.1525876,248.5273911,38.24188339,82.25510357,32.18261108,41.9347938,18.03674294,44.34232897,41.20541497,20.39430366,18.97100681,22.18831942,18.85254852,23.39674458,35.23173383,45.94800368,70.60090946,37.66949494,39.65915983,64.02533137,85.46228054,19.0407889,41.47976084,18.93893389,38.17489444,36.76075638,44.30186851,37.11719617,115.5882906,76.66475015,82.71419311,42.02141849,43.82633293,44.3630363,37.08038212,22.04330834,19.29200526,40.10564552,21.3719375,35.72325798,43.99557277,41.58476862,44.1102973,38.95927345,19.82916467,22.49417961,36.82773009,37.31960059,38.43221714,19.30046466,35.64142145,39.60048721,45.70290848,36.32400179,46.17192247,17.60805021,18.00744184,36.45032656,22.94489286
52.41176902,18.47028412,37.34236195,19.2626499,45.03691499,17.82644238,44.20530752,22.873238,38.39034494,20.67836442,36.3702956,20.95812318,46.07722814,40.15065122,35.13042664,42.11741937,45.26889147,37.99603111,45.3100096,21.17436708,23.7801915,35.26448338,45.94003976,43.88870069,43.13975179,17.91219927,23.73634453,21.91199287,18.42438398,45.82816313,19.07474558,17.60335286,108.3589943,248.4744042,38.22227964,82.36317075,32.14521136,41.89908425,18.04286263,44.22909863,41.26953172,20.44951973,18.87305689,22.14025739,18.9043832,23.41501124,35.29205528,45.91191703,70.35893217,37.74728281,39.59652153,64.0729911,85.42123421,19.06683078,41.52741649,18.92624359,38.16706764,36.80067469,44.3111786,37.0675758,115.4820309,76.87135272,82.64786067,42.1150271,43.89505462,44.32385917,36.98928054,22.05251614,19.23417802,40.10673583,21.38149883,35.71758699,44.0570569,41.6820933,44.07627084,38.9459371,19.78282763,22.58669981,36.91719574,37.35428804,38.44077483,19.29200582,35.56574681,39.71668759,45.79253426,36.18524922,46.33273099,17.57633248,18.04302591,36.43793962,22.95123731
52.4359948,18.5467404,37.22942462,19.259192,45.07873723,17.79087151,44.09355212,22.96122423,38.43331142,20.68243958,36.41096181,20.97318473,46.12377239,40.23961886,35.15396846,42.17988596,45.28593455,37.91200548,45.37248023,21.18712325,23.76118404,35.33240019,46.07421318,43.89273039,43.05085136,17.88028729,23.78806706,21.89971382,18.4042569,45.9080005,19.12376089,17.62042141,108.5362512,248.769194,38.28198109,82.31231487,32.15093681,41.86284712,18.03995941,44.29366815,41.32806344,20.4592614,18.86933127,22.13484402,18.97442877,23.41042253,35.2704666,46.18294183,70.2736708,37.85790244,39.66808663,64.27500279,85.4417506,19.03615494,41.59667969,18.9192329,38.17416045,36.90027671,44.27146855,37.06200399,115.3642839,76.88968541,82.73667261,42.1238425,43.90676851,44.44586057,36.86993123,22.03190982,19.27679079,40.0362932,21.46968452,35.79213044,44.02098923,41.60967834,44.16863685,38.96074019,19.79262789,22.60903125,36.97988971,37.32377542,38.5147614,19.30130644,35.48773331,39.79442498,45.76830365,36.04790594,46.4135666,17.58908995,17.97425564,36.4792921,22.96312045
52.51480077,18.51411987,37.15752984,19.19459026,44.88603391,17.79578351,44.06979377,23.03653679,38.47837724,20.67659461,36.43596516,21.03071565,46.16005635,40.29512249,35.19586506,42.14140373,45.31630071,37.90834222,45.32310234,21.18966502,23.83072692,35.35357085,46.04671564,43.87871435,43.20263187,17.87558525,23.7814792,21.88076104,18.34336169,46.0768902,19.16615308,17.69366486,108.5696663,248.4479176,38.35914216,82.50803633,32.15870368,41.82490465,18.03657133,44.30568194,41.43064987,20.45880708,18.84410161,22.11779288,19.04546905,23.44958408,35.20752849,46.32344464,70.22476628,37.88400722,39.72605678,64.24331663,85.36833997,18.98566025,41.74782279,18.9446816,38.23839386,36.92551728,44.33360956,37.02204119,115.324372,76.86075883,82.79492189,42.11313797,43.96555159,44.70672568,36.88442697,22.05866332,19.29559132,40.01777063,21.4962365,35.75345928,43.91857852,41.67042795,44.16149085,38.98757496,19.74914985,22.58142416,36.99708131,37.24065208,38.4617455,19.28408844,35.55232178,39.73978554,45.68116327,36.02978376,46.48461305,17.58813613,17.91950505,36.49420307,22.9614216
52.51834435,18.49136456,37.18140813,19.13616922,44.71844703,17.79934118,44.05004379,23.04257261,38.4207794,20.69327937,36.37593843,21.04657154,46.13078419,40.30010025,35.28609674,42.09340054,45.28071868,37.887134,45.46453047,21.22836104,23.87778634,35.31927916,46.0904612,44.04486844,43.18912043,17.89760557,23.74086156,21.82460794,18.3079714,46.20312268,19.17821734,17.70669986,108.9828075,248.2542304,38.37724609,82.52877,32.15861649,41.60072688,18.06591687,44.22550565,41.40658337,20.41612793,18.85892207,22.12175143,19.02014801,23.49583188,35.17639783,46.19058817,70.25760893,37.8539354,39.72387989,64.39185223,85.29339617,18.94873985,41.83076342,18.90726587,38.2551921,36.93784418,44.34836312,37.02664749,115.2513031,76.93231551,82.89851806,42.11670807,43.94471145,44.75150285,36.84787095,22.10297131,19.30638088,39.92055948,21.53788032,35.7700054,44.02060764,41.7103886,44.19127042,39.0271695,19.77671093,22.54839626,36.96400373,37.23358585,38.33109867,19.26876712,35.5381851,39.76911668,45.68577387,36.04570738,46.33623863,17.56477607,17.88004606,36.46598569,22.97977335
52.7336258,18.45414789,37.25342063,19.10072617,44.69009924,17.79072691,44.06243709,23.04765327,38.28773354,20.72571532,36.43237225,21.03066381,46.18001594,40.44892921,35.32649565,42.10691168,45.30044816,37.80579515,45.54135198,21.22324243,23.78678017,35.44355508,46.11577017,44.08547581,43.32951029,17.88646966,23.76487449,21.81039202,18.3019666,46.24502808,19.1652225,17.72343669,109.083474,248.0340296,38.3027382,82.43513333,32.12179278,41.64616288,18.1057743,44.12782801,41.48238255,20.35368839,18.81895729,22.11655449,19.01143921,23.53208323,35.18601064,46.21596497,70.1397195,37.8809246,39.63123763,64.32338709,85.38442913,18.94235662,41.82646686,18.87827987,38.26156881,37.01923726,44.19377411,37.00604824,115.3581098,76.93354751,82.95483454,42.09886933,44.0522377,44.721936,36.91308714,22.16340495,19.26652749,39.94313534,21.4834893,35.75902304,44.12911329,41.75343341,44.27396354,39.16466243,19.79677216,22.57125292,36.9219989,37.23019224,38.30104521,19.26185748,35.63138333,39.78491801,45.7428503,36.11292676,46.33320284,17.57113502,17.88305807,36.44252722,22.9766784
